Year,ID,Enrollment_Status,Respondent_Gender,Female_Child,Male_Child,Free_Or_Red,Asian,Black,Hispanic,Multiracial,Native_American,Pacific,White,BIPOC,Household_Size,Q1a_f,Q1b_f,Q1c_f,Q1d_f,Q2_f,Q2a_f,Q2b_f,Q2c_f,Q2d_f,Q3_f,Q4a_f,Q4b_f,Q4c_f,Q4d_f,Q4e_f,Q5a_f,Q5b_f,Q5c_f,Q5d_f,Q5e_f,Q5f_f,Q5g_f,Q5h_f
2022,3429,Enrolled,Female,No,Yes,All Paid,No,No,No,No,No,2,Yes,All White,Multiple children,Never,Never,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Very positive,Very positive,Very positive,Very positive,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree
2022,3711,Enrolled,Female,Yes,Yes,All FRL,No,No,No,No,No,2,Yes,All White,Multiple children,Never,Once or twice,Never,Once or twice,Yes,Once or twice,Never,Never,Never,Device for children's entertainment,Very negative,Very negative,Very negative,Very negative,Very negative,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree
2022,3698,Enrolled,Female,Yes,No,All FRL,No,No,No,No,No,2,Yes,All White,Single child,Never,Never,Several times,Several times,Yes,Once or twice,Never,Never,Once or twice,Primarily as a learning tool,Neutral,Very positive,Very negative,Neutral,Somewhat positive,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree
2022,3873,Enrolled,Female,Yes,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Several times,Several times,Never,Yes,Several times,Several times,Several times,Several times,Device for children's entertainment,Somewhat positive,Somewhat positive,Very positive,Somewhat negative,Very positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree
2022,3909,Enrolled,Female,Yes,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Once or twice,Several times,Once or twice,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2022,3617,Unenrolled,Female,Yes,Yes,All Paid,No,No,No,No,No,2,Yes,All White,Multiple children,Once or twice,Several times,Once or twice,Never,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat positive,Somewhat positive,Somewhat negative,Somewhat positive,Somewhat positive,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2022,3784,Unenrolled,Female,No,Yes,All Paid,No,No,No,No,No,2,Yes,All White,Multiple children,Once or twice,Several times,Several times,Once or twice,No,Never,Never,Never,Never,Device for children's entertainment,Very negative,Very negative,Very negative,Very negative,Somewhat positive,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2022,3308,Unenrolled,Female,Yes,Yes,All Paid,No,No,Yes,No,No,2,Yes,At least one BIPOC,Multiple children,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Somewhat positive,Somewhat negative,Very positive,Very positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree
2022,3370,Unenrolled,Female,No,Yes,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Never,Several times,Once or twice,Once or twice,Yes,Several times,Several times,Once or twice,Several times,Device for children's entertainment,Very negative,Somewhat negative,Somewhat negative,Very positive,Very positive,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
2022,3464,Unenrolled,Male,No,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Never,Never,Never,Never,Yes,Never,Never,Never,Never,Device for children's entertainment,Neutral,Neutral,Neutral,Somewhat negative,Somewhat negative,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree
2022,3750,Unenrolled,Female,No,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Never,Never,Several times,Several times,Yes,Several times,Several times,Several times,Never,Device for children's entertainment,Somewhat positive,Somewhat negative,Very negative,Somewhat negative,Somewhat positive,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree
2022,3197,Unenrolled,Female,No,Yes,All Paid,No,No,No,No,No,2,Yes,All White,Multiple children,Never,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Device for children's entertainment,Neutral,Neutral,Neutral,Very negative,Somewhat negative,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree
2022,3409,Unenrolled,Female,No,Yes,All Paid,No,No,No,No,No,2,Yes,All White,Single child,Once or twice,Never,Several times,Several times,Yes,Several times,Several times,Once or twice,Several times,Primarily as a learning tool,Very positive,Very positive,Somewhat negative,Very negative,Neutral,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree
2022,3502,Unenrolled,Female,No,Yes,All Paid,No,No,No,No,No,2,Yes,All White,Single child,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat positive,Neutral,Very negative,Somewhat negative,Neutral,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree
2022,3760,Unenrolled,Female,No,Yes,All Paid,No,No,Yes,No,No,2,No,At least one BIPOC,Single child,Once or twice,Several times,Several times,Once or twice,Yes,Several times,Once or twice,Once or twice,Never,Device for children's entertainment,Somewhat positive,Somewhat positive,Somewhat negative,Very negative,Neutral,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
2022,3824,Enrolled,Male,Yes,No,All Paid,No,No,Yes,No,No,2,No,At least one BIPOC,Single child,Never,Once or twice,Once or twice,Once or twice,Yes,Once or twice,Once or twice,Once or twice,Once or twice,Primarily as a learning tool,Very positive,Very positive,Very positive,Somewhat positive,Very positive,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree
2022,3886,Enrolled,Female,Yes,Yes,,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Once or twice,Several times,Several times,Several times,Yes,Once or twice,Once or twice,Once or twice,Once or twice,Primarily as a learning tool,Neutral,Neutral,Neutral,Neutral,Somewhat negative,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree
2022,3943,Enrolled,Female,Yes,Yes,All FRL,No,No,No,Yes,No,2,Yes,,Multiple children,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Device for children's entertainment,Somewhat positive,Neutral,Somewhat negative,Somewhat positive,Somewhat positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree
2022,3253,Unenrolled,Male,No,Yes,All FRL,No,No,No,No,No,2,Yes,All White,Single child,Never,Several times,Several times,Several times,Yes,Several times,Several times,Once or twice,Several times,Device for children's entertainment,Neutral,Neutral,Very negative,Very negative,Very positive,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2022,3401,Unenrolled,Female,Yes,No,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Very positive,Very positive,Somewhat positive,Very positive,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree
2022,3453,Unenrolled,Female,No,Yes,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Several times,Once or twice,Several times,Several times,Yes,Several times,Several times,Several times,Never,Primarily as a learning tool,Very positive,Very positive,Very positive,Very positive,Very positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree
2022,3705,Unenrolled,Female,No,Yes,All FRL,No,No,No,No,No,2,Yes,All White,Single child,Never,Never,Several times,Never,Yes,Never,Never,Never,Never,Device for children's entertainment,Very positive,Very negative,Neutral,Somewhat negative,Somewhat negative,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree
2022,2923,Enrolled,Female,Yes,No,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Several times,Once or twice,Once or twice,Never,No,Never,Never,Never,Never,Primarily as a learning tool,Somewhat positive,Somewhat positive,Very positive,Somewhat negative,Somewhat positive,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2022,2556,Unenrolled,Male,Yes,Yes,All Paid,No,No,No,No,No,2,Yes,All White,Multiple children,Never,Once or twice,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Device for children's entertainment,Somewhat positive,Somewhat negative,Somewhat negative,Somewhat positive,Neutral,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree
2022,3986,Unenrolled,Female,No,Yes,All FRL,No,No,No,No,No,2,Yes,All White,Single child,Never,Never,Never,Never,No,Never,Never,Never,Never,Primarily as a learning tool,Somewhat negative,Somewhat negative,Somewhat negative,Neutral,Somewhat negative,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2022,4010,Unenrolled,Female,Yes,No,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Never,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
2022,4040,Unenrolled,Female,No,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat positive,Somewhat negative,Very negative,Very negative,Somewhat negative,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree
2022,4052,Unenrolled,Male,Yes,No,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Once or twice,Several times,Several times,Several times,Yes,Several times,Several times,Once or twice,Several times,Primarily as a learning tool,Very positive,Very positive,Somewhat positive,Somewhat positive,Somewhat positive,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree
2022,4101,Unenrolled,Female,Yes,No,All Paid,Yes,No,No,No,No,2,No,At least one BIPOC,Single child,Never,Never,Never,Never,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat negative,Very positive,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree
2022,4527,Unenrolled,Female,Yes,Yes,All Paid,Yes,No,No,No,No,2,Yes,At least one BIPOC,Multiple children,Several times,Never,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Device for children's entertainment,Somewhat negative,Somewhat negative,Somewhat negative,Very negative,Very negative,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2022,4377,Unenrolled,Male,No,Yes,All Paid,No,No,No,No,No,2,Yes,All White,Single child,Several times,Several times,Several times,Never,Yes,Several times,Several times,Several times,Several times,Device for children's entertainment,Somewhat positive,Somewhat positive,Somewhat negative,Very negative,Neutral,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
2022,4420,Unenrolled,Male,No,Yes,All Paid,No,No,Yes,No,No,2,No,At least one BIPOC,Single child,Never,Never,Never,Never,No,Never,Never,Never,Never,Primarily as a learning tool,Somewhat negative,Somewhat positive,Somewhat negative,Somewhat negative,Somewhat positive,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree
2022,4606,Unenrolled,Female,No,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Once or twice,Several times,Several times,Never,Yes,Several times,Several times,Once or twice,Several times,Device for children's entertainment,Very positive,Somewhat negative,Somewhat negative,Neutral,Somewhat positive,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree
2022,4718,Unenrolled,Female,Yes,No,All Paid,No,No,No,No,No,2,Yes,All White,Single child,Several times,Once or twice,Once or twice,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Neutral,Somewhat negative,Neutral,Very positive,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree
2022,4919,Unenrolled,Male,Yes,No,All Paid,No,No,Yes,No,No,2,No,At least one BIPOC,Single child,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Very positive,Very positive,Somewhat negative,Very positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
2022,4922,Unenrolled,Female,Yes,No,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Very positive,Neutral,Neutral,Very positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree
2022,4294,Enrolled,Female,Yes,Yes,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Once or twice,Several times,Several times,Once or twice,Yes,Several times,Several times,Several times,Once or twice,Device for children's entertainment,Somewhat positive,Very positive,Very positive,Very positive,Very positive,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2022,4485,Enrolled,Female,No,Yes,All FRL,No,No,No,No,No,2,Yes,All White,Multiple children,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat positive,Very positive,Somewhat positive,Very positive,Somewhat positive,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree
2022,4169,Unenrolled,Female,Yes,Yes,All FRL,No,No,No,No,No,2,Yes,All White,Multiple children,Several times,Once or twice,Several times,Several times,Yes,Several times,Several times,Never,Several times,Primarily as a learning tool,Somewhat positive,Somewhat negative,Somewhat positive,Somewhat negative,Very positive,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree
2022,4193,Unenrolled,Female,No,Yes,All Paid,No,No,No,No,No,2,Yes,All White,Single child,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Very positive,Very positive,Very positive,Very positive,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly agree
2022,4456,Unenrolled,Female,Yes,No,All Paid,No,No,No,No,No,2,Yes,All White,Multiple children,Never,Never,Several times,Once or twice,Yes,Several times,Never,Several times,Several times,Device for children's entertainment,Somewhat positive,Neutral,Somewhat negative,Somewhat negative,Neutral,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree
2022,4509,Unenrolled,Female,Yes,Yes,All Paid,No,No,Yes,No,No,2,No,At least one BIPOC,Multiple children,Once or twice,Several times,Several times,Several times,Yes,Several times,Once or twice,Several times,Once or twice,Device for children's entertainment,Somewhat positive,Somewhat positive,Somewhat negative,Somewhat negative,Somewhat positive,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree
2022,4552,Unenrolled,Female,No,Yes,All Paid,No,No,No,No,No,2,Yes,All White,Multiple children,Never,Once or twice,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Device for children's entertainment,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat negative,Very positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree
2022,4650,Unenrolled,Female,Yes,Yes,All Paid,No,No,Yes,No,No,2,No,At least one BIPOC,Multiple children,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Device for children's entertainment,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat negative,Somewhat positive,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree
2022,4691,Unenrolled,Female,No,Yes,All Paid,No,No,No,No,No,2,Yes,All White,Multiple children,Never,Several times,Several times,Once or twice,Yes,Never,Once or twice,Never,Several times,Device for children's entertainment,Somewhat positive,Somewhat positive,Very negative,Very negative,Somewhat negative,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree
2022,4734,Unenrolled,Female,No,Yes,All Paid,No,No,No,No,No,2,Yes,All White,Multiple children,Never,Several times,Several times,Once or twice,Yes,Several times,Once or twice,Several times,Several times,Primarily as a learning tool,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat negative,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree
2022,4785,Enrolled,Female,Yes,No,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Once or twice,Several times,Several times,Several times,Yes,Several times,Several times,Once or twice,Several times,Device for children's entertainment,Somewhat positive,Somewhat positive,Somewhat negative,Somewhat positive,Somewhat positive,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree
2022,4804,Enrolled,Male,Yes,Yes,,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Once or twice,Several times,Never,Yes,Once or twice,Several times,Several times,Several times,Device for children's entertainment,Somewhat negative,Somewhat negative,Somewhat negative,Somewhat negative,Somewhat positive,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree
2022,4832,Enrolled,Female,Yes,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Never,Several times,Device for children's entertainment,Somewhat positive,Neutral,Somewhat positive,Very positive,Very positive,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2022,4372,Unenrolled,Female,Yes,Yes,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Somewhat positive,Very positive,Somewhat positive,Very positive,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree
2022,4480,Unenrolled,Male,No,Yes,All Paid,No,No,No,No,No,2,Yes,All White,Single child,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Very positive,Somewhat positive,Somewhat positive,Very positive,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree
2022,4619,Unenrolled,Female,Yes,No,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Several times,Several times,Never,Yes,Several times,Once or twice,Several times,Several times,Device for children's entertainment,Somewhat positive,Very positive,Very positive,Somewhat positive,Somewhat positive,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree
2022,4920,Unenrolled,Female,No,Yes,All Paid,No,No,No,No,No,2,Yes,All White,Single child,Never,Several times,Several times,Once or twice,Yes,Several times,Several times,Several times,Once or twice,Device for children's entertainment,Somewhat negative,Neutral,Very negative,Somewhat negative,Very negative,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree
2022,4541,Enrolled,Female,Yes,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Very positive,Very positive,Very positive,Very positive,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree
2022,4090,Enrolled,Female,Yes,No,,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Never,Never,Never,Once or twice,Yes,Several times,Several times,Several times,Once or twice,Device for children's entertainment,Very positive,Very positive,Somewhat negative,Very positive,Very positive,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2022,4110,Enrolled,Female,Yes,No,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Never,Several times,Several times,Several times,Yes,Several times,Never,Several times,Several times,Primarily as a learning tool,Very positive,Very positive,Very negative,Very positive,Somewhat negative,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2022,4120,Enrolled,Female,Yes,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Several times,Once or twice,Once or twice,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Somewhat positive,Somewhat positive,Somewhat negative,Very positive,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree
2022,3788,Enrolled,Female,Yes,Yes,All FRL,No,Yes,No,No,No,2,Yes,At least one BIPOC,Multiple children,Once or twice,Once or twice,Several times,Once or twice,Yes,Several times,Once or twice,Once or twice,Several times,Primarily as a learning tool,Somewhat positive,Somewhat negative,Very positive,Neutral,Neutral,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree
2022,4361,Enrolled,Female,Yes,Yes,All FRL,No,No,No,No,No,2,Yes,All White,Multiple children,Never,Never,Several times,Never,No,Never,Never,Never,Never,Primarily as a learning tool,Very positive,Somewhat positive,Very negative,Somewhat positive,Very positive,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2022,4689,Enrolled,Female,Yes,Yes,All FRL,No,No,Yes,No,No,2,No,At least one BIPOC,Multiple children,Never,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Very positive,Somewhat negative,Somewhat positive,Somewhat negative,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly agree
2022,4820,Enrolled,Male,No,Yes,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Once or twice,Several times,Several times,Several times,Yes,Once or twice,Once or twice,Never,Several times,Primarily as a learning tool,Very positive,Very positive,Very negative,Somewhat negative,Somewhat positive,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree
2022,4843,Enrolled,Female,Yes,Yes,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Once or twice,Primarily as a learning tool,Very positive,Very positive,Very positive,Very negative,Very positive,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree
2022,4912,Unenrolled,Male,No,Yes,All Paid,No,No,Yes,No,No,2,No,At least one BIPOC,Single child,Never,Once or twice,Several times,Several times,Yes,Several times,Several times,Once or twice,Several times,Primarily as a learning tool,Very positive,Very positive,Somewhat negative,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree
2022,2278,Enrolled,Female,No,Yes,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Several times,Several times,Once or twice,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Very positive,Very positive,Very positive,Very positive,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly agree
2022,4962,Enrolled,Female,Yes,No,All Paid,No,No,No,No,No,2,Yes,All White,Single child,Never,Never,Several times,Several times,Yes,Several times,Several times,Never,Several times,Primarily as a learning tool,Very positive,Somewhat positive,Somewhat positive,Very positive,Very positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree
2022,4989,Unenrolled,Female,Yes,Yes,All Paid,No,No,No,No,No,2,Yes,All White,Multiple children,Several times,Several times,Several times,Several times,Yes,Several times,Once or twice,Several times,Several times,Device for children's entertainment,Very negative,Very positive,Somewhat negative,Very negative,Very negative,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree
2022,4996,Unenrolled,Female,Yes,Yes,All Paid,No,No,No,No,Yes,1,No,At least one BIPOC,Multiple children,Once or twice,Once or twice,Never,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Very positive,Somewhat negative,Somewhat positive,Very positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree
2022,5019,Unenrolled,Female,Yes,No,All Paid,No,No,No,Yes,No,2,No,,Single child,Several times,Several times,Several times,Once or twice,Yes,Once or twice,Never,Never,Once or twice,Device for children's entertainment,Very positive,Somewhat negative,Very negative,Somewhat negative,Somewhat positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
2022,5027,Unenrolled,Female,No,Yes,All Paid,No,No,No,No,No,2,Yes,All White,Single child,Never,Never,Several times,Never,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Somewhat positive,Somewhat negative,Somewhat positive,Somewhat positive,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2022,3648,Enrolled,Female,Yes,No,All FRL,No,No,No,Yes,No,2,No,,Multiple children,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Neutral,Very positive,Very positive,Very positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree
